model_key,problem_idx,sample_idx,mean_logprob,total_logprob,response_length_tokens,response_length_chars,sqrt_length_normalized_logprob,length_penalized_logprob,boxed_answer_present,extracted_answer_present,answer_format_valid,final_answer_length,contains_therefore,equation_count,latex_marker_count,correct
3B,4,17,-0.16740746919698915,-72.15261922390232,431,1444,-3.4754693755243355,-4.47740746919699,1,1,1,6,0,0,0,1
3B,4,18,-0.16388385979037873,-85.87514253015846,524,1777,-3.7514730197472135,-5.403883859790379,1,1,1,6,1,0,5,0
3B,4,19,-0.19785713853736445,-61.92928436219507,313,1015,-3.5004501132812433,-3.3278571385373645,1,1,1,5,0,0,0,0
3B,4,20,-0.22826526786086795,-102.26284000166885,448,1703,-4.831465053707211,-4.7082652678608685,1,1,1,5,1,0,0,0
3B,4,21,-0.19345816063315752,-82.02626010845879,424,1510,-3.983547339269282,-4.433458160633157,1,1,1,13,0,0,0,1
3B,4,22,-0.18729277291851187,-81.84694176538969,437,1513,-3.915270192226814,-4.557292772918512,1,1,1,6,1,0,0,0
3B,4,23,-0.12045679982466481,-36.9802375461721,307,961,-2.11057363566586,-3.190456799824665,1,1,1,6,0,0,5,1
3B,4,24,-0.22393692002276275,-107.26578469090336,479,1766,-4.901098800014719,-5.013936920022763,1,1,1,4,0,0,5,0
3B,4,25,-0.1408749062402156,-46.20696924679071,328,1076,-2.5513530646083002,-3.4208749062402157,1,1,1,6,1,0,7,0
3B,4,26,-0.14575294177577613,-59.17569436096511,406,1397,-2.936840399942576,-4.205752941775777,1,1,1,6,1,0,0,0
3B,4,27,-0.13945023679461532,-51.31768714041844,368,1288,-2.6751193662121584,-3.8194502367946157,1,1,1,1,0,0,0,0
3B,4,28,-0.14192364125266302,-47.970190743400096,338,1169,-2.609234397651566,-3.521923641252663,1,1,1,6,1,0,0,1
3B,4,29,-0.17680509266894912,-176.80509266894913,1000,3527,-5.591067947510179,-10.17680509266895,1,1,1,5,1,0,0,0
3B,4,30,-0.1763057962745679,-72.10907067629827,409,1415,-3.5655640681670357,-4.266305796274568,1,1,1,6,1,0,0,1
3B,4,31,-0.1695422900659249,-59.000716942941864,348,1095,-3.1627704099472314,-3.649542290065925,0,0,0,0,1,0,5,0
3B,4,32,-0.14023285252846804,-42.63078716865428,304,857,-2.445043330944137,-3.180232852528468,1,1,1,6,0,0,0,1
3B,4,33,-0.1416613895702713,-37.96525240483271,268,823,-2.3190968955726463,-2.8216613895702713,1,1,1,6,0,0,0,1
3B,4,34,-0.10362829821822199,-29.74132158862971,287,885,-1.7555747044744532,-2.9736282982182223,1,1,1,6,0,0,0,1
3B,4,35,-0.2508934665852474,-111.6475926304351,445,1662,-5.292603475695811,-4.7008934665852475,1,1,1,5,1,0,5,0
3B,4,36,-0.3656714296193264,-125.79097178904829,344,1193,-6.782194665984282,-3.805671429619326,1,1,1,55,0,0,0,0
3B,4,37,-0.17456516149840115,-102.81888012255828,589,1852,-4.236578149129216,-6.0645651614984,1,1,1,6,1,0,0,1
3B,4,38,-0.1418902297838023,-45.54676376060054,321,1144,-2.5421724520378572,-3.3518902297838022,1,1,1,5,1,0,5,0
3B,4,39,-0.12625295457692345,-57.69760024165402,457,1662,-2.698979900352545,-4.696252954576924,1,1,1,6,0,0,0,1
3B,4,40,-0.1466156588265608,-43.25161935383544,295,998,-2.5182066370491145,-3.096615658826561,1,1,1,5,0,0,0,0
3B,4,41,-0.273145394712817,-124.28115459433175,455,1641,-5.826390394320773,-4.8231453947128164,1,1,1,5,1,0,5,0
3B,4,42,-0.1730939400655335,-43.273485016383376,250,745,-2.7368554988988048,-2.6730939400655336,1,1,1,3,0,0,0,0
3B,4,43,-0.1359522843969147,-59.68305285024555,439,1457,-2.8485166972957474,-4.525952284396914,1,1,1,5,0,0,7,0
3B,4,44,-0.190080190313713,-56.07365614254534,295,942,-3.2647344809587078,-3.140080190313713,1,1,1,6,0,0,0,1
3B,4,45,-0.37549338134492627,-123.53732246248074,329,1394,-6.810833057250442,-3.6654933813449264,1,1,1,6,1,0,0,1
3B,4,46,-0.1602418086255399,-45.98939907552995,287,904,-2.714668393278386,-3.03024180862554,1,1,1,6,1,0,0,1
3B,4,47,-0.09648359210846433,-36.953215777541836,383,1279,-1.888221120042993,-3.926483592108464,1,1,1,6,1,0,5,1
3B,5,0,-0.13724457706465065,-27.99789372118873,204,838,-1.9602446486256722,-2.1772445770646507,1,1,1,2,1,0,0,1
3B,5,1,-0.18083609733197767,-31.10380874110016,172,664,-2.3716431824582735,-1.9008360973319776,1,1,1,2,1,0,0,1
3B,5,2,-0.3083067982656083,-72.76040439068356,236,933,-4.736298905073724,-2.668306798265608,1,1,1,10,1,0,0,0
3B,5,3,-0.21547743094817384,-50.63719627282085,235,984,-3.303206466947817,-2.565477430948174,1,1,1,9,1,0,0,0
3B,5,4,-0.21925755735497993,-51.74478353577526,236,909,-3.3682985087305233,-2.5792575573549796,1,1,1,2,0,0,0,1
3B,5,5,-0.17955203086483282,-31.421605401345744,175,687,-2.3752501053247066,-1.9295520308648328,1,1,1,2,1,0,0,1
3B,5,6,-0.20334217734059373,-35.7882232119445,176,714,-2.697638825170629,-1.9633421773405937,1,1,1,2,1,0,0,1
3B,5,7,-0.3051361388586318,-104.05142335079344,341,1309,-5.634700485740656,-3.715136138858632,1,1,1,2,1,0,0,1
3B,5,8,-0.3430762734299847,-103.95211084928536,303,1147,-5.971892732237703,-3.373076273429985,1,1,1,2,0,0,0,0
3B,5,9,-0.14914002151781666,-32.06510462633058,215,853,-2.186821984968595,-2.2991400215178164,1,1,1,3,1,0,0,0
3B,5,10,-0.2642895313969732,-52.593616747997665,199,705,-3.728262641606718,-2.254289531396973,1,1,1,2,1,0,0,1
3B,5,11,-0.3094757730263374,-53.53930873355637,173,712,-4.07051826646351,-2.0394757730263375,1,1,1,3,1,0,0,0
3B,5,12,-0.15738274034436434,-32.26346177059469,205,809,-2.2533779146986928,-2.207382740344364,1,1,1,2,1,0,0,1
3B,5,13,-0.16410521338894973,-48.41103794974017,295,1166,-2.818599601419587,-3.11410521338895,1,1,1,2,1,0,0,1
3B,5,14,-0.20914584293975913,-48.1035438761446,230,890,-3.1718537533067237,-2.5091458429397595,1,1,1,2,1,0,0,1
3B,5,15,-0.3047000370099334,-85.31601036278136,280,1142,-5.098606820993294,-3.1047000370099336,0,0,0,0,0,0,0,0
3B,5,16,-0.14267279994634782,-35.52552718664061,249,981,-2.2513388090840785,-2.632672799946348,1,1,1,2,1,0,0,1
3B,5,17,-0.23144496586792834,-40.96575895862332,177,711,-3.079175000537052,-2.0014449658679285,1,1,1,3,1,0,0,0
3B,5,18,-0.32404297162779694,-47.63431682928615,147,570,-3.9288122348646115,-1.794042971627797,1,1,1,2,1,0,0,1
3B,5,19,-0.22804775010030331,-58.60827177577795,257,903,-3.6558835478900678,-2.798047750100303,1,1,1,3,1,0,0,0
3B,5,20,-0.22207734018450823,-58.18426312834116,262,932,-3.5946357807346154,-2.8420773401845083,1,1,1,2,1,0,0,1
3B,5,21,-0.3439731564331595,-115.23100740510844,335,1351,-6.295742476952813,-3.6939731564331595,1,1,1,3,1,0,0,0
3B,5,22,-0.2190908501425879,-33.95908177210112,155,614,-2.7276590871132145,-1.769090850142588,1,1,1,3,1,0,0,0
3B,5,23,-0.2088836318958519,-46.99881717656668,225,916,-3.1332544784377787,-2.458883631895852,1,1,1,2,1,0,0,1
3B,5,24,-0.2472458783916924,-49.94366743512187,202,738,-3.514024178217798,-2.2672458783916922,1,1,1,2,0,0,0,1
3B,5,25,-0.1530552059345366,-30.611041186907315,200,789,-2.164527480244286,-2.1530552059345367,1,1,1,2,1,0,0,1
3B,5,26,-0.23315025799046002,-47.09635211407292,202,794,-3.3136877713215,-2.25315025799046,1,1,1,10,0,0,0,0
3B,5,27,-0.2508827225558261,-40.39211833148801,161,605,-3.1833448787086835,-1.8608827225558262,1,1,1,2,0,0,0,1
3B,5,28,-0.22267046158083637,-70.58653632112512,317,1285,-3.964534855946836,-3.3926704615808365,1,1,1,2,1,0,0,0
3B,5,29,-0.25830386381079545,-51.1441650345375,198,781,-3.63465754092432,-2.2383038638107955,1,1,1,2,1,0,0,1
3B,5,30,-0.19108353285437835,-46.24221495075956,242,989,-2.9725621607970942,-2.611083532854378,1,1,1,9,1,0,0,0
3B,5,31,-0.2651510442364495,-64.16655270522077,242,918,-4.124782231202328,-2.6851510442364495,1,1,1,2,1,0,0,1
3B,5,32,-0.20379915374478005,-27.716684909290088,136,539,-2.376686123391988,-1.5637991537447802,1,1,1,3,1,0,0,0
3B,5,33,-0.18109917542190862,-25.172785383645298,139,556,-2.135127789161772,-1.5710991754219088,1,1,1,3,0,0,0,0
3B,5,34,-0.270956484097486,-47.14642823296256,174,697,-3.5741615005142093,-2.010956484097486,1,1,1,2,0,0,0,1
3B,5,35,-0.1732673694675615,-24.43069909492617,141,618,-2.057436017579014,-1.5832673694675614,1,1,1,3,0,0,0,0
3B,5,36,-0.24403943880320828,-35.3857186264652,145,579,-2.9386239833042267,-1.6940394388032083,1,1,1,3,0,0,0,0
3B,5,37,-0.1442657907354985,-32.17127133401617,223,972,-2.1543476734195246,-2.3742657907354987,1,1,1,3,1,0,0,0
3B,5,38,-0.16991725857293885,-27.016844113097278,159,623,-2.1425751064991703,-1.759917258572939,1,1,1,3,0,0,0,0
3B,5,39,-0.18687268289409803,-33.82395560383174,181,697,-2.5141148203252173,-1.9968726828940981,1,1,1,2,1,0,0,1
3B,5,40,-0.2056714136497501,-45.659053830244524,222,889,-3.0644350453511704,-2.4256714136497504,1,1,1,3,0,0,0,0
3B,5,41,-0.2141548278130198,-41.97434625135188,196,678,-2.9981675893822772,-2.1741548278130196,1,1,1,2,0,0,0,1
3B,5,42,-0.145753491365149,-27.547409868013162,189,741,-2.003779220954663,-2.035753491365149,1,1,1,2,1,0,0,1
3B,5,43,-0.2620748500243046,-58.180616705395614,222,951,-3.9048273197912486,-2.4820748500243046,1,1,1,9,1,0,0,0
3B,5,44,-0.3548350914628079,-92.61195887179287,261,1008,-5.7325363406455985,-2.964835091462808,1,1,1,2,1,0,0,1
3B,5,45,-0.1641480053007055,-32.8296010601411,200,793,-2.3214033533274843,-2.1641480053007056,0,0,0,0,1,0,0,0
3B,5,46,-0.15541680363047913,-34.19169679870541,220,821,-2.305203727907206,-2.3554168036304794,1,1,1,2,1,0,0,1
3B,5,47,-0.14538018500006802,-26.168433300012246,180,697,-1.9504798574498843,-1.945380185000068,1,1,1,2,1,0,0,1
3B,6,0,-0.10898912733683618,-223.2097327858405,2048,4719,-4.932284864990782,-20.588989127336838,0,0,0,0,0,0,0,0
3B,6,1,-0.1296114273607527,-50.93729095277581,393,1016,-2.5694464357676785,-4.059611427360753,1,1,1,2,1,0,0,1
3B,6,2,-0.11696871220485891,-190.65900089392002,1630,4114,-4.722408051495219,-16.41696871220486,1,1,1,5,0,0,0,0
3B,6,3,-0.055714123161299256,-114.10252423434088,2048,5027,-2.5213333948939,-20.5357141231613,0,0,0,0,0,0,0,0
3B,6,4,-0.30920294243506774,-93.68849155782553,303,932,-5.382263210024446,-3.339202942435068,1,1,1,2,1,0,0,1
3B,6,5,-0.4184580852277259,-145.6234136592486,348,1145,-7.806234357497488,-3.898458085227726,1,1,1,2,1,0,0,1
3B,6,6,-0.2712010436135209,-89.76754543607541,331,1160,-4.934070531000525,-3.581201043613521,1,1,1,3,1,0,0,0
3B,6,7,-0.062315001784690426,-75.21420715412134,1207,4213,-2.1649419052351373,-12.13231500178469,1,1,1,2,0,0,0,0
3B,6,8,-0.3309012026119439,-261.0810488608237,789,1799,-9.294731467193351,-8.220901202611945,0,0,0,0,0,0,0,0
3B,6,9,-0.10762648116180212,-47.57090467351654,442,1248,-2.2627171886239146,-4.527626481161802,1,1,1,2,0,0,0,1
3B,6,10,-0.1429829829227767,-48.32824822789852,338,894,-2.628710157293369,-3.522982982922777,1,1,1,2,0,0,0,1
3B,6,11,-0.2787944914817473,-77.50486863192575,278,945,-4.648433116394961,-3.0587944914817475,1,1,1,3,0,0,0,0
3B,6,12,-0.20654931919179742,-75.18395218581426,364,1056,-3.940709852060741,-3.8465493191917974,1,1,1,2,1,0,0,1
3B,6,13,-0.18915685073627636,-387.393230307894,2048,6826,-8.560261879264806,-20.669156850736275,0,0,0,0,0,0,0,0
3B,6,14,-0.230950093127545,-472.98579072521215,2048,5059,-10.45160812583371,-20.710950093127547,0,0,0,0,0,0,0,0
3B,6,15,-0.06183642149811758,-108.58475615069446,1756,6009,-2.5912338276590665,-17.621836421498116,0,0,0,0,0,0,0,0
3B,6,16,-0.21945581986074184,-50.913750207692104,232,825,-3.342651461641504,-2.5394558198607418,1,1,1,2,1,0,0,1
3B,6,17,-0.19389852724018117,-61.27193460789725,316,943,-3.446815614683786,-3.3538985272401813,1,1,1,2,1,0,0,1
3B,6,18,-0.2170467653787554,-52.5253172216588,242,779,-3.376455271946317,-2.6370467653787553,1,1,1,2,0,0,0,1
3B,6,19,-0.14786610998961794,-58.70284566587832,397,1317,-2.9462113695277075,-4.1178661099896186,1,1,1,2,1,0,0,1
3B,6,20,-0.1771158488398698,-362.73325842405336,2048,5360,-8.01534833729814,-20.65711584883987,0,0,0,0,0,0,0,0
3B,6,21,-0.20188703444309333,-98.11709873934336,486,1552,-4.450681980623442,-5.061887034443093,1,1,1,2,0,0,0,1
3B,6,22,-0.44964989184273535,-233.36829386637964,519,1855,-10.243731160887682,-5.639649891842736,0,0,0,0,0,0,0,0
3B,6,23,-0.20675944783955078,-63.061631591062984,305,1059,-3.610898520815748,-3.256759447839551,0,0,0,0,0,0,0,0
3B,6,24,-0.06868399060358608,-140.6648127561443,2048,4017,-3.108282592943925,-20.548683990603585,0,0,0,0,0,0,0,0
3B,6,25,-0.1803366599717292,-39.4937285338087,219,642,-2.6687388582656864,-2.3703366599717293,1,1,1,1,0,0,0,0
3B,6,26,-0.1433760005169362,-116.99481642181993,816,2119,-4.09563778424969,-8.303376000516936,1,1,1,2,0,0,0,0
3B,6,27,-0.14221548707183773,-57.45505677702244,404,1127,-2.8584959129381904,-4.182215487071838,1,1,1,3,1,0,0,0
3B,6,28,-0.28572231058244746,-84.00235931123956,294,950,-4.899117083392102,-3.2257223105824475,1,1,1,3,1,0,0,0
3B,6,29,-0.3462598729059443,-109.07185996537245,315,1019,-6.145503101392499,-3.496259872905944,1,1,1,2,0,0,0,1
3B,6,30,-0.44221827656373514,-276.3864228523345,625,1777,-11.055456914093378,-6.692218276563735,1,1,1,2,1,0,0,1
3B,6,31,-0.2926066385804083,-66.42170695775269,227,727,-4.408563530412251,-2.5626066385804083,1,1,1,1,0,0,0,0
3B,6,32,-0.03354031048504849,-68.69055587337931,2048,4655,-1.517861183173123,-20.51354031048505,0,0,0,0,0,0,0,0
3B,6,33,-0.10681495192994925,-218.75702155253606,2048,6764,-4.833892917874062,-20.58681495192995,0,0,0,0,0,0,0,0
3B,6,34,-0.13051667349611465,-267.2981473200428,2048,5688,-5.906510392768845,-20.610516673496114,0,0,0,0,0,0,0,0
3B,6,35,-0.19226254072079688,-55.3716117275895,288,866,-3.2628035114839253,-3.072262540720797,1,1,1,2,0,0,0,1
3B,6,36,-0.1323334318396254,-271.0188684075528,2048,5596,-5.988727490015161,-20.612333431839627,0,1,0,14,0,0,0,0
3B,6,37,-0.2834865573992536,-275.83242034947375,973,2314,-8.842781421248414,-10.013486557399254,1,1,1,4,1,0,0,0
3B,6,38,-0.047805519786479386,-97.90570452270978,2048,4903,-2.1634308620267038,-20.52780551978648,0,0,0,0,1,83,0,0
3B,6,39,-0.31787224929527635,-72.47487283932301,228,713,-4.799765707492892,-2.5978722492952766,1,1,1,3,1,0,0,0
3B,6,40,-0.3088531427878798,-79.06640455369723,256,881,-4.941650284606077,-2.86885314278788,1,1,1,2,1,0,0,1
3B,6,41,-0.3258190889510794,-78.52240043721014,241,894,-5.058072456252841,-2.7358190889510796,1,1,1,1,1,0,0,0
3B,6,42,-0.2061074740571695,-198.6876049911114,964,2466,-6.39929686693676,-9.84610747405717,1,1,1,2,0,0,0,0
3B,6,43,-0.24531592308976877,-44.40218207924815,181,670,-3.3003882020105983,-2.055315923089769,1,1,1,1,1,0,0,0
3B,6,44,-0.3797879376636776,-65.32352527815254,172,668,-4.980872107002012,-2.0997879376636774,0,0,0,0,0,0,0,0
3B,6,45,-0.05445370566223136,-111.52118919624982,2048,4768,-2.464293410208006,-20.53445370566223,0,0,0,0,0,0,0,0
3B,6,46,-0.061864775279185644,-126.6990597717722,2048,4620,-2.7996801354556196,-20.541864775279187,0,0,0,0,0,0,0,0
3B,6,47,-0.13222646342725444,-270.7997970990171,2048,5433,-5.983886652270504,-20.612226463427255,0,0,0,0,0,0,0,0
3B,7,0,-0.13868722267825426,-97.08105587477797,700,1960,-3.66931901228898,-7.1386872226782545,1,1,1,10,1,19,25,0
3B,7,1,-0.10505341875334487,-87.40444440278293,832,1928,-3.0302039038238013,-8.425053418753345,1,1,1,7,1,8,27,0
3B,7,2,-0.10794499914156515,-67.35767946433666,624,1613,-2.696465214304765,-6.347944999141565,1,1,1,10,1,11,14,0
3B,7,3,-0.12576109814746872,-169.77748249908277,1350,3318,-4.620757799300597,-13.62576109814747,0,0,0,0,0,0,128,0
3B,7,4,-0.1415123853958202,-175.47535789081704,1240,3060,-4.98316530664143,-12.541512385395821,1,1,1,13,1,31,87,0
3B,7,5,-0.18858611578946288,-188.5861157894629,1000,2566,-5.963616609789458,-10.188586115789462,1,1,1,10,1,9,49,0
3B,7,6,-0.11938804256367792,-140.99727826770362,1181,2886,-4.102851332815673,-11.929388042563678,0,0,0,0,0,11,113,0
3B,7,7,-0.1557685722603264,-115.89181776168283,744,1794,-4.248800182332804,-7.595768572260327,1,1,1,2,1,3,49,0
3B,7,8,-0.10392960753750718,-129.49629099173396,1246,3138,-3.668582655513398,-12.563929607537508,1,1,1,19,0,13,95,0
3B,7,9,-0.11456106972877375,-123.84051637680443,1081,2699,-3.766603514028314,-10.924561069728774,0,0,0,0,0,9,85,0
3B,7,10,-0.09359822846281639,-116.81058912159486,1248,3064,-3.30654868518206,-12.573598228462817,1,1,1,8,1,11,49,1
3B,7,11,-0.14246032918111584,-123.37064507084631,866,2003,-4.192305178309348,-8.802460329181116,0,0,0,0,0,0,58,0
3B,7,12,-0.12272400836733799,-148.98694615794832,1214,3065,-4.276011602756965,-12.26272400836734,1,1,1,5,0,27,74,0
3B,7,13,-0.15755390020220575,-205.6078397638785,1305,3436,-5.69160057162739,-13.207553900202207,1,1,1,13,1,6,96,0
3B,7,14,-0.13638483982395827,-157.66087483649576,1156,2915,-4.6370845540145815,-11.696384839823958,1,1,1,11,1,9,85,0
3B,7,15,-0.10435137403408683,-113.63864632312055,1089,2744,-3.443595343124865,-10.994351374034087,1,1,1,13,0,13,63,0
3B,7,16,-0.13555550250067808,-133.5221699631679,985,2672,-4.2543700878435775,-9.985555502500677,1,1,1,4,1,0,39,0
3B,7,17,-0.15436096224066476,-143.86441680829955,932,2251,-4.7124356558706655,-9.474360962240665,1,1,1,13,1,14,66,0
3B,7,18,-0.14600841314763371,-213.90232526128338,1465,3616,-5.588518504933932,-14.796008413147634,1,1,1,2,0,14,137,0
3B,7,19,-0.1399373304930656,-84.94195960929082,607,1672,-3.4476877867019744,-6.209937330493066,1,1,1,4,1,6,15,0
3B,7,20,-0.07368542584120048,-73.90648211872409,1003,2455,-2.3336303493362553,-10.1036854258412,1,1,1,2,0,5,75,0
3B,7,21,-0.14855963243007805,-139.20037558698314,937,2377,-4.547478051770127,-9.51855963243008,1,1,1,4,1,8,53,0
3B,7,22,-0.25703058053288746,-204.08228094311266,794,2090,-7.242609139480336,-8.197030580532887,0,0,0,0,0,0,50,0
3B,7,23,-0.15410816914183037,-101.40317529532439,658,1769,-3.9531073461178017,-6.73410816914183,1,1,1,6,0,7,16,0
3B,7,24,-0.10659936151864936,-140.07156103550525,1314,3208,-3.864134957957005,-13.24659936151865,1,1,1,12,1,9,103,0
3B,7,25,-0.14418716568582646,-143.3220426917115,994,2427,-4.545899153745153,-10.084187165685826,1,1,1,11,1,19,56,0
3B,7,26,-0.14942704661991363,-128.95554123298547,863,2043,-4.38969767429575,-8.779427046619915,0,0,0,0,0,4,61,0
3B,7,27,-0.14118244679284236,-97.13352339347554,688,1783,-3.703180862218408,-7.021182446792842,0,0,0,0,1,9,17,0
3B,7,28,-0.10259800629688394,-70.99782035744369,692,1869,-2.6989321629300065,-7.022598006296884,0,0,0,0,0,0,38,0
3B,7,29,-0.11640189190544782,-96.84637406533258,832,2236,-3.3575439186088705,-8.436401891905447,1,1,1,11,1,11,44,0
3B,7,30,-0.05206050766308225,-106.61991969399244,2048,4975,-2.355989632037099,-20.532060507663083,0,0,0,0,0,0,293,0
3B,7,31,-0.12603033258323912,-91.37199112284836,725,1912,-3.3934705582935814,-7.376030332583239,0,0,0,0,1,4,24,0
3B,7,32,-0.12742636518247558,-76.83809820503276,603,1513,-3.129089254368022,-6.157426365182475,1,1,1,2,1,1,24,0
3B,7,33,-0.08296655557113582,-58.07658889979507,700,1808,-2.195088731768458,-7.082966555571136,1,1,1,3,0,13,19,0
3B,7,34,-0.16329399376772924,-172.27516342495434,1055,2609,-5.303913598716426,-10.71329399376773,1,1,1,11,1,16,44,0
3B,7,35,-0.1009212538978226,-95.37058493344236,945,2237,-3.1024053597896892,-9.550921253897824,1,1,1,2,0,0,79,0
3B,7,36,-0.08069941284277253,-63.752536145790295,790,2018,-2.2682134454682408,-7.980699412842773,1,1,1,13,1,9,25,0
3B,7,37,-0.08347230780879664,-96.9113493660129,1161,2929,-2.8441895127515076,-11.693472307808795,1,1,1,11,0,10,104,0
3B,7,38,-0.08546050477075476,-71.18860047403871,833,2166,-2.466538815918967,-8.415460504770754,1,1,1,12,1,6,48,0
3B,7,39,-0.12242645875673548,-84.84153591841769,693,1813,-3.222863446994653,-7.052426458756735,0,0,0,0,0,6,37,0
3B,7,40,-0.11533968844435083,-70.93390839327576,615,1579,-2.8603312560297183,-6.265339688444351,1,1,1,6,1,10,28,0
3B,7,41,-0.17936094306442713,-152.0980797186342,848,2291,-5.223069501416064,-8.659360943064428,1,1,1,4,1,0,41,0
3B,7,42,-0.16815986501074978,-142.5995655291158,848,2128,-4.896889184979345,-8.64815986501075,0,0,0,0,0,0,37,0
3B,7,43,-0.09038372652993222,-68.33009725662876,756,1827,-2.4851416104936166,-7.650383726529933,0,0,0,0,0,13,48,0
3B,7,44,-0.14080782528112715,-144.89125221427983,1029,2735,-4.516837624550171,-10.430807825281128,0,0,0,0,1,19,45,0
3B,7,45,-0.1050991311421182,-59.275909964154664,564,1459,-2.4959660724639434,-5.745099131142118,1,1,1,4,1,6,16,0
3B,7,46,-0.08728419967506507,-69.30365454200167,794,2050,-2.4594946678648855,-8.027284199675066,1,1,1,13,1,15,50,0
3B,7,47,-0.10010189956653873,-129.5318580391011,1294,3103,-3.600886702479995,-13.040101899566539,1,1,1,7,1,16,94,0
3B,8,0,-0.1397683637020421,-38.855605109167705,278,860,-2.3304043311754032,-2.919768363702042,1,1,1,10,0,0,8,1
3B,8,1,-0.14245246123113886,-54.9866500352196,386,1192,-2.7987467967596356,-4.0024524612311385,1,1,1,10,0,0,10,1
3B,8,2,-0.1154242304685032,-40.97560181631864,355,984,-2.1747591378431728,-3.6654242304685036,1,1,1,10,0,0,7,1
3B,8,3,-0.0949370571643765,-33.32290706469615,351,1074,-1.778645195896097,-3.604937057164377,1,1,1,10,0,0,12,1
3B,8,4,-0.10000203612967512,-25.500519213067157,255,761,-1.5969044566506216,-2.6500020361296754,1,1,1,10,0,7,8,1
3B,8,5,-0.12960887559091566,-41.734057940274845,322,964,-2.3257481212472575,-3.3496088755909157,1,1,1,10,0,8,11,1
3B,8,6,-0.08264334631197279,-23.47071035260027,284,897,-1.3927304275623293,-2.9226433463119728,1,1,1,10,0,7,8,1
3B,8,7,-0.1275693843668386,-36.10213577581532,283,923,-2.1460492154768445,-2.9575693843668387,1,1,1,10,0,0,9,1
3B,8,8,-0.10834504588361739,-30.76999303094734,284,879,-1.8258631675940498,-2.948345045883617,1,1,1,10,0,0,9,1
3B,8,9,-0.12633328817833123,-53.94431405214743,427,1242,-2.6105483279825226,-4.396333288178331,1,1,1,10,0,0,7,1
3B,8,10,-0.11927747876683598,-46.87604915536654,393,1215,-2.3645838868186493,-4.049277478766836,1,1,1,10,0,0,8,1
3B,8,11,-0.14622917555337528,-46.062190299313215,315,933,-2.595310407571944,-3.2962291755533752,1,1,1,10,0,0,12,1
3B,8,12,-0.12272473789637439,-40.7446129815963,332,978,-2.236151146245624,-3.442724737896375,1,1,1,10,0,6,11,1
3B,8,13,-0.09003421224137846,-26.92022946017216,299,963,-1.5568370668775038,-3.0800342122413786,1,1,1,10,0,0,8,1
3B,8,14,-0.09058541765406931,-27.085039878566725,299,850,-1.566368299467622,-3.0805854176540697,1,1,1,10,0,8,10,1
